id,text
FBI_34,The RCMP reported to us the results of their investigation of the activities of Satam [alias Ronald] Derwish%2C 811 Tecumseh Rd.%2C Windsor%2C Ontario. On 25 October%2C Derwish was approached by officers at his place of work at Canada Eastern Airlines in Windsor. The officers said that Derwish agreed to accompany them to the RCMP main office in Windsor. During his interview Derwish denied having any contact with a person in Marrakech%2C Morocco [see NSA Report: 1 July%2C 2003; also see DIA Report: 5 March%2C 2004] and said he had no idea who "Abdul" was. Shown a photo of him [Derwish] in company with Abdul al Nami in Detroit on 18 July%2C 2004%2C Derwish said: "I never knew him by the name Abdul; I knew him as Ali. We have attended the same mosque in Detroit. "Subsequent court-approved investigation of Derwish's residence revealed an assortment of copper tubing%2C copper wires%2C batteries%2C and a supply of conventional explosives%2C all of which are components of an electromagnet ic pulse bomb. Derwish was held in custody and investigations continue.
CIA_33,This report was issued in response to an FBI request for information regarding Abdul Nasser and Ali al-Omari. It is known that an Abdul Ahmed Nasser ran a chemical weapons training program in Afghanistan at the Al Khuldan camp in the Khost area from 1999 - 2001 [also see DIA Report for 12 February%2C 2004]. Recently translated records obtained from a computer hard disk reveal that a Saudi named Ali al Omari was a student at this camp in February of 2000.
FBI_33,Investigation of the residence at 3236 Pine St. in Bellaire%2C Texas revealed a receipt for the rental of a storage unit # 124 at the StoreAll Rental facility at 4618 Bissonnet St. in Houston. Unit 124 was empty but careful examination of it revealed traces of C-4 and Semtex. The owner of StoreAll Rental said that the renter of unit 124 had told him on 15 October%2C 2004 that he would not need this unit any longer. The owner remembered that four men%2C using a RentAll truck had removed the contents of this storage unit the next day.
CIA_32,Further information provided by MI 5 regarding Muslih Odeh [see CIA Report: 25 September%2C 2003]. MI 5 reports that there is no record of Odeh's having a British passport%2C but he may have a Saudi passport. He is known to be employed by the Freeport Star Hotel in Freeport%2C The Bahamas and is currently under surveillance.
FBI_32,Our informant in God's Aryan Militia advises that he has not seen Khalid Shamrani for nearly a month and that efforts to contact him at his home in Bellaire%2C Texas have been unsuccessful. Investigators immediately went to TexEast Petroleum Co. where Shamrani has been employed. Officials at this company said that on 18 September%2C 2004 Shamrani had requested a month's leave of absence in order to return to Saudi Arabia to be with his dying mother. Shamrani had been placed on a watch list and subsequent checks with USCIS reveal that no one named Shamrani had left the USA in the past month.
CIA_31,Further information about the background of Boris Bugarov is provided. From information gathered some time ago from Russian sources%2C Bugarov was born in 1950 in the town of Saratov and was trained in biology at Moscow State University. He appears to have joined the Vector institute around 1986 and he became an expert in developing aerosolized forms of biological weapons. It is believed Bugarov worked on aerosolized forms of India-1 smallpox and pneumonic plague. More recent sources say that Bugarov went to Cuba but then returned to Moscow sometime in 1992. He is reported to have divorced his wife in 1993 and has returned to Cuba. However%2C he still travels frequently to Europe%2C the Middle East and in South America. It is also known that Cuba has an active biological weapons program.
FBI_31,Acting immediately in response to the FBI HQ alert of 11 October%2C 2004%2C the Detroit office began an enhanced surveillance of four individuals known to be in the Detroit/ Windsor area who might be involved in activities designed to disrupt SCADA systems. These persons are: Satam [alias Ronald] Derwish%2C 811 Tecumseh Rd.%2C Windsor%2C Ontario; Abdul al Nami%2C 562 Fenkell Ave.%2C Detroit; Rifai Qasim%2C address unknown; and Raeed Beandali [alias Ralph bean]%2C address unknown. The cooperation of the RCMP was requested in following the activities of Derwish. Investigators went immediately to al Nami's residence at 562 Fenkell Ave. but found he was not at home. Checks with his employer%2C Detroit Utilities Co.%2C revealed that he was on a week's vacation in Canada and would be back to work on 20 October%2C 2004. His employers at Detroit Utilities were strongly advised not to reveal to al Nami that he was under investigation.
CIA_30,Sources tracking Cesar Arze in Santo Domingo report that%2C on 1 May%2C 2004%2C Arze was photographed at a park in Santo Domingo in company with Carlos Morales and a man now identified as a Cuban named Jose Escalante. It is now known that Arze and Escalante received training together in 1992 - 1993 at a school for medical technicians in Havana%2C Cuba. Arze has been suspected of associations with Cuban intelligence [See CIA Report 22 February%2C 2003]. Additional information is now available on Carlos Morales%2C who was overheard speaking fluent Arabic [see CIA Report 15 November%2C 2003]. Our sources in Buenos Aires%2C Argentina report that there is a considerable traffic in forged birth certificates among members of the Islamic community in Argentina.
FBI_30,Continuing surveillance of Adnan Hijazi reveals that%2C on 14 September%2C 2004%2C he sent a bank wire transfer of $48%2C000 to the account of an organization called the American Islamic Scholarship Fund%2C which is located at 1721 Glade Dr. in Reston%2C VA.
NSA_19,Intercepted phone call on 15 November%2C 2004 from Bogota%2C Columbia to Tampico%2C Mexico. The call originated from a pay phone in the Los Andes Hotel in Bogota; the receiver of the call was at a residence at 555 La Mirada St. in Tampico. The person at the residence has now been identified as a Saudi named Riyad Said. He has been using the alias "Jose Ramirez". In this call the caller says [in Spanish]: "What happened to your two guests who arrived a few weeks ago?" The reply was: "They made it just fine and the new route works great. I heard from them two days ago and they have made their destinations up north."
NSA_18,Intercepted phone call from Chitral%2C Pakistan to a location in Havana%2C Cuba. The call from Chitral was from a prepaid cell phone using an unlisted ID number supplied by an Internet Cafe in Peshawar. The receiver of the phone call was at the address: 16 Plasencia St.%2C Havana. The caller says [in Russian]: "Have the medical supplies to Morales by November 21st for sure. As soon as I hear from him your rocks will be on the way." The reply given was: "Don't worry%2C my boys are very good."
NSA_17,Intercepted phone call from Bogota%2C Columbia to Tampico%2C Mexico. The call originated from a pay phone in the Los Andes Hotel in Bogota; the receiver of the call was at a residence at 555 La Mirada St. in Tampico. The caller said [in Spanish]: "Your first two guests will arrive on the tenth of this month at the new place. Make sure you tell them to avoid going north through Piedras Negras. We believe Rinaldo and Carlos have been caught." The reply is: "We will send them through Cuidad Acuna. The other place looks bad too."
NSA_16,Intercepted phone call on 28 September%2C 2004 from Havana%2C Cuba to Santo Domingo%2C Dominican Republic. The Havana call originated at 45 Desague St. in Havana listed in the name Jose Escalante; the destination was at 65 Ave. San Martin in Santo Domingo%2C listed in the name Carlos Morales. The caller says [in Spanish]: "Hello Carlos%2C I'm calling just to tell you that Arze will have the medical supplies to you by November 21st. You know who to give them to?" The reply is: "Yes%2C some guy named Sufaat. He also gets the antibiotics that I just heard about from the Arab. They will also be here by November 21st. Where is all this stuff going?" The caller says: "I don't know anything about any antibiotics. I guess we are not supposed to know%2C but my guess is that they will go to our friends in Columbia."
NSA_15,Intercepted phone call on 12 September%2C 2004 from Tehran%2C Iran to Tampico%2C Mexico. The caller was at a phone in the Cultural Ministry in Tehran; the receiver of the call was at 555 La Mirada St. in Tampico. The caller says [in Pharsi]: "Our Crusader enemies have a saying 'Diamonds are a girl's best friend'. Do you understand what I mean?" The receiver says: "I understand completely. They will be our best friends too."
NSA_14,Intercepted phone call on 5 September%2C 2004 from a phone at Central Russia Airlines in Moscow to an unlisted cell phone in Chitral%2C Pakistan. The caller says [in Russian]: "I got the first payment and have obtained what you wanted. Let me know when you wish me to deliver this stuff." The recipient of the call says: "Fine%2C it will not be too long now."
NSA_13,Intercepted phone call from Bogota%2C Columbia to Tampico%2C Mexico. The call originated from a pay phone in the Los Andes Hotel in Bogota; the receiver of the call was at a residence at 555 La Mirada St. in Tampico. The caller began by saying [in Spanish]: "As you have heard%2C our Arab friends need to find a new way north. We hear that Chetumal may not be good any more. Can you recommend another stopover?" The recipient of the call replies: "Yes%2C we have given this some thought and recommend you try Ciudad Madero. We are close by and can provide help. This will also make the route to Ojinaga shorter. Will we have access to the same funds?" The reply was "Yes%2C of course. This sounds very good."
NSA_12,Intercepted phone call from Calamar%2C Columbia to Ojinaga%2C Mexico. The caller was using a pay phone at the Los Palmas Hotel in Calamar. The receiver was at a pay phone in the Cabrito Hotel.in Ojinaga. In a brief message the caller said: "Expect Jose and Carlos on May first. Don't let them go north until you hear from us." The receiver replies: "I know there has been trouble. But you must send us more money to cover expenses."
NSA_11,Intercepted phone call from Chitral%2C Pakistan to a location in Havana%2C Cuba. The call from Chitral was from a prepaid cell phone using an unlisted ID number supplied by an Internet Cafe in Peshawar. The receiver of the phone call was at the address: 16 Plasencia St.%2C Havana%2C the residence of Boris Bugarov. The caller says [in Russian]: "The medical supplies will go to Morales in Santo Domingo%2C we will tell you when. You will receive a payment at the end of the month." The receiver says [in Russian]: "That's fine%2C I will let Escalante handle all the arrangements for the shipment."
