BiCluster Id, Row Type, Array of Rows, Column Type, Array of Columns
1126,place,"USA,New York,Maryland,",organization,"FBI,Royal Norwegian Lines,Sea Aire Lines,American Islamic Scholarship Fund,"
1127,place,"USA,Bahamas,Nassau,Freeport,",organization,"FBI,MI 5,Freeport Star Hotel,Seashore Hotel,Royal Norwegian Lines,Sea Aire Lines,"
1128,place,"USA,22 Hoveniersstraat,Antwerp,Belgium,New Jersey,Newark,1212 Lyons Ave.,",organization,"FBI,USPS,"
1129,place,"USA,22 Hoveniersstraat,Antwerp,Belgium,",organization,"FBI,USCBP,USPS,"
1130,place,"USA,Detroit,Michigan,562 Fenkell Ave.,766 Livernois Rd.,Ferndale,",organization,"FBI,DIA,Detroit Utilities Co.,Westfields High School,"
1131,place,"USA,Detroit,Michigan,",organization,"Al Khaldun  training camp,Al Qaeda,Al-Badr I training camp,BailOut,Baltimore City College,Canada Eastern Airlines,Canadian Eastern Airlines,Carolina First Bank,Detroit police,Detroit Utilities Co.,DIA,FBI,Hamas,Hezbollah,ICNA,Islamic Circle of North America,Kanjak Training Camp,MI 5,NSA,RCMP,Taliban,University of Maryland,University of Michigan at Ann Arbor,Westfields High School,"
1132,place,"USA,Detroit,Michigan,562 Fenkell Ave.,",organization,"FBI,DIA,BailOut,Carolina First Bank,Detroit police,Detroit Utilities Co.,Westfields High School,RCMP,"
1133,place,"USA,Florida,Bahamas,Nassau,UK,Afghanistan,65 West End Ave.,Syria,Tampa,",organization,"MI 6,Al Qaeda,Baker St. mosque,Gulf Shores Bank,Middle Eastern Charities,"
1134,place,"USA,Florida,Afghanistan,",organization,"Holland Orange Shipping Lines,MI 6,Al Qaeda,Baker St. mosque,Gulf Shores Bank,Middle Eastern Charities,"
1135,place,"USA,Florida,Bahamas,Nassau,UK,",organization,"MI 6,Pakistani Intelligence,Al Qaeda,Baker St. mosque,Gulf Shores Bank,Middle Eastern Charities,Baker St. Mosque,"
1136,place,"USA,Bahamas,Nassau,UK,",organization,"FBI,MI 6,Pakistani Intelligence,MI 5,Al Qaeda,Baker St. mosque,Gulf Shores Bank,Middle Eastern Charities,Freeport Star Hotel,Seashore Hotel,Baker St. Mosque,"
1137,place,"USA,Bahamas,Nassau,UK,Afghanistan,",organization,"FBI,MI 6,MI 5,Al Qaeda,Baker St. mosque,Gulf Shores Bank,Middle Eastern Charities,Freeport Star Hotel,Seashore Hotel,"
1138,place,"USA,Kansas City,Chicago,Illinois,Missouri,2111 Troost Ave.,",organization,"FBI,Argosy Riverside Casino,Isle of Capri Casino,Harrah's Casino,"
1139,place,"USA,Chicago,Illinois,",organization,"FBI,God's Aryan Militia,NSA,MI 5,Al Qaeda,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,Argosy Riverside Casino,Isle of Capri Casino,Harrah's Casino,Freeport Star Hotel,Seashore Hotel,TexEast Petroleum Co.,Surete' de l'Etat,Amercan Embassy in Paris,Al Badr II training camp,Islamic Jihad,USCIS,Drexel Car Rental Agency,Central States Airline,"
1140,place,"USA,Kansas City,Chicago,Illinois,",organization,"FBI,God's Aryan Militia,Argosy Riverside Casino,Isle of Capri Casino,Harrah's Casino,"
1141,place,"USA,Chicago,Illinois,Missouri,",organization,"FBI,Al Qaeda,Argosy Riverside Casino,Isle of Capri Casino,Harrah's Casino,"
1142,place,"USA,Pakistan,New Jersey,224 Paulson Ave.,Clifton,New Brunswick,Lebanon,",organization,"FBI,University of Missouri,Rutgers University,American University in Beirut,Western Union,"
1143,place,"USA,New Jersey,224 Paulson Ave.,Clifton,",organization,"FBI,Al Qaeda,AOL,University of Missouri,Rutgers University,American University in Beirut,Western Union,Hamas,Central Farmers Auto Insurance Co.,Mid States Insurance Company,Columbia First State Bank,Mid States,Central Farmers,American Islamic Scholarship Fund,"
1144,place,"USA,Pakistan,New Jersey,224 Paulson Ave.,Clifton,",organization,"FBI,Al Qaeda,University of Missouri,Rutgers University,American University in Beirut,Western Union,"
1145,place,"Ojinaga,Mexico,Columbia,Chetumal,",organization,"FBI,God's Aryan Militia,ELN,Los Andes Hotel,"
1146,place,"Mexico,Columbia,Chetumal,",organization,"FBI,God's Aryan Militia,ELN,FARC,Los Andes Hotel,"
1147,place,"Ojinaga,Mexico,Columbia,Chetumal,Ciudad Acuna,Ciudad Madero,",organization,"ELN,Los Andes Hotel,"
1148,place,"Mexico,Columbia,Chetumal,Ciudad Acuna,Ciudad Madero,",organization,"ELN,FARC,Los Andes Hotel,"
1149,place,"Mexico,Columbia,Chetumal,Bogota,Ciudad Acuna,Ciudad Madero,Piedras Negras,",organization,"FARC,Los Andes Hotel,"
1150,place,"USA,Detroit,Michigan,562 Fenkell Ave.,Charlotte,North Carolina,River Rouge Park,237 Hayes Ave,",organization,"FBI,DIA,BailOut,Carolina First Bank,Detroit police,"
1151,place,"USA,Detroit,Michigan,Charlotte,North Carolina,",organization,"FBI,DIA,BailOut,Carolina First Bank,Detroit police,Hezbollah,"
1152,place,"USA,Texas,Mexico,Columbia,Arlington,Presidio,Dallas,Grand Prairie,231 12th St.,Missouri,435 Fielder Rd.,Central America,2727 Robinson Rd,",organization,"FirstTex Bank,Arlington police,University of Texas in Arlington,"
1153,place,"USA,Columbia,231 12th St.,Missouri,",organization,"Al Qaeda,AOL,University of Missouri,FirstTex Bank,Arlington police,University of Texas in Arlington,Hamas,Central Farmers Auto Insurance Co.,Mid States Insurance Company,Columbia First State Bank,Mid States,Central Farmers,"
1154,place,"USA,Columbia,Missouri,",organization,"FBI,Al Qaeda,AOL,University of Missouri,FirstTex Bank,Arlington police,University of Texas in Arlington,Hamas,Central Farmers Auto Insurance Co.,Mid States Insurance Company,Columbia First State Bank,Mid States,Central Farmers,"
1155,place,"USA,Texas,Mexico,Columbia,",organization,"FBI,God's Aryan Militia,ELN,FirstTex Bank,Arlington police,University of Texas in Arlington,FARC,"
1156,place,"USA,Texas,Columbia,",organization,"FBI,God's Aryan Militia,Al Qaeda,ELN,FirstTex Bank,Arlington police,University of Texas in Arlington,FARC,"
1157,place,"USA,Texas,Columbia,231 12th St.,Missouri,",organization,"Al Qaeda,FirstTex Bank,Arlington police,University of Texas in Arlington,"
1158,place,"USA,Texas,Columbia,Missouri,",organization,"FBI,Al Qaeda,FirstTex Bank,Arlington police,University of Texas in Arlington,"
1159,place,"USA,Texas,Mexico,Columbia,Arlington,Presidio,Dallas,Grand Prairie,",organization,"FBI,God's Aryan Militia,ELN,FirstTex Bank,Arlington police,University of Texas in Arlington,"
1160,place,"USA,Texas,Mexico,Columbia,Arlington,Presidio,Dallas,Grand Prairie,Missouri,",organization,"FBI,FirstTex Bank,Arlington police,University of Texas in Arlington,"
1161,place,"USA,Detroit,Michigan,Saudi Arabia,Riyadh,Ann Arbor,",organization,"FBI,Detroit Utilities Co.,University of Michigan at Ann Arbor,"
1162,place,"USA,Saudi Arabia,Riyadh,",organization,"FBI,MI 6,NSA,Al Qaeda,Detroit Utilities Co.,University of Michigan at Ann Arbor,"
1163,place,"USA,Detroit,Michigan,Saudi Arabia,",organization,"FBI,NSA,Al Qaeda,Detroit Utilities Co.,University of Michigan at Ann Arbor,Taliban,"
1164,place,"USA,Detroit,Michigan,Saudi Arabia,Riyadh,",organization,"FBI,NSA,Al Qaeda,Detroit Utilities Co.,University of Michigan at Ann Arbor,"
1165,place,"USA,New Jersey,Columbia,224 Paulson Ave.,Clifton,231 12th St.,Missouri,",organization,"Al Qaeda,AOL,University of Missouri,Hamas,Central Farmers Auto Insurance Co.,Mid States Insurance Company,Columbia First State Bank,Mid States,Central Farmers,"
1166,place,"USA,New Jersey,Columbia,224 Paulson Ave.,Clifton,Missouri,",organization,"FBI,Al Qaeda,AOL,University of Missouri,Hamas,Central Farmers Auto Insurance Co.,Mid States Insurance Company,Columbia First State Bank,Mid States,Central Farmers,"
1167,place,"USA,Texas,Houston,2211 Cermak Rd.,Chicago,Illinois,O'Hare Airport,Hobby Airport,",organization,"Drexel Car Rental Agency,Central States Airline,"
1168,place,"USA,Texas,Houston,Chicago,Illinois,",organization,"FBI,God's Aryan Militia,Al Qaeda,TexEast Petroleum Co.,Drexel Car Rental Agency,Central States Airline,"
1169,place,"USA,Texas,Chicago,Illinois,",organization,"FBI,God's Aryan Militia,MI 5,Al Qaeda,TexEast Petroleum Co.,Islamic Jihad,USCIS,Drexel Car Rental Agency,Central States Airline,"
1170,place,"USA,Texas,2211 Cermak Rd.,Chicago,Illinois,O'Hare Airport,",organization,"FBI,MI 5,Islamic Jihad,USCIS,Drexel Car Rental Agency,Central States Airline,"
1171,place,"USA,Texas,Houston,2211 Cermak Rd.,Chicago,Illinois,O'Hare Airport,",organization,"FBI,Drexel Car Rental Agency,Central States Airline,"
1172,place,"USA,London,UK,Texas,2211 Cermak Rd.,Chicago,Illinois,O'Hare Airport,Sears Tower,",organization,"FBI,MI 5,Islamic Jihad,USCIS,"
1173,place,"USA,London,UK,",organization,"FBI,Pakistani Intelligence,MI 5,Al Qaeda,Freeport Star Hotel,Seashore Hotel,Hamas,Islamic Jihad,USCIS,Baker St. Mosque,Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,"
1174,place,"USA,London,UK,Chicago,Illinois,",organization,"FBI,MI 5,Al Qaeda,Freeport Star Hotel,Seashore Hotel,Islamic Jihad,USCIS,"
1175,place,"USA,London,UK,Texas,Chicago,Illinois,",organization,"FBI,MI 5,Al Qaeda,Islamic Jihad,USCIS,"
1176,place,"USA,New Jersey,Newark,Detroit,Michigan,2116 27th St.,Laurel,Maryland,Baltimore,",organization,"FBI,Taliban,Baltimore City College,Islamic Circle of North America,ICNA,"
1177,place,"USA,Detroit,Michigan,Maryland,",organization,"FBI,Taliban,Baltimore City College,Islamic Circle of North America,ICNA,University of Maryland,"
1178,place,"USA,New Jersey,Detroit,Michigan,",organization,"FBI,NSA,Al Qaeda,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,Taliban,Baltimore City College,Islamic Circle of North America,ICNA,Hamas,"
1179,place,"USA,New Jersey,Newark,Detroit,Michigan,",organization,"FBI,NSA,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,Taliban,Baltimore City College,Islamic Circle of North America,ICNA,Hamas,"
1180,place,"USA,New Jersey,2116 27th St.,Laurel,Maryland,",organization,"FBI,Taliban,Baltimore City College,Islamic Circle of North America,ICNA,American Islamic Scholarship Fund,"
1181,place,"USA,New Jersey,Laurel,",organization,"FBI,Taliban,Baltimore City College,Islamic Circle of North America,ICNA,Hamas,American Islamic Scholarship Fund,"
1182,place,"USA,New Jersey,Newark,Detroit,Michigan,Laurel,",organization,"FBI,Taliban,Baltimore City College,Islamic Circle of North America,ICNA,Hamas,"
1183,place,"USA,Windsor,Ontario,Canada,",organization,"FBI,NSA,DIA,Detroit Utilities Co.,AOL,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,Hamas,University of Maryland,"
1184,place,"USA,Canada,Detroit,Michigan,",organization,"FBI,NSA,DIA,Al Qaeda,Detroit Utilities Co.,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,Hamas,Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,University of Maryland,"
1185,place,"USA,Detroit,Michigan,Afghanistan,",organization,"FBI,DIA,MI 5,Al Qaeda,RCMP,Taliban,University of Maryland,"
1186,place,"USA,Detroit,Michigan,Afghanistan,Maryland,",organization,"FBI,Taliban,University of Maryland,"
1187,place,"USA,Canada,Detroit,Michigan,Afghanistan,",organization,"FBI,DIA,Al Qaeda,RCMP,University of Maryland,"
1188,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,",organization,"FBI,NSA,DIA,Detroit Utilities Co.,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,Hamas,University of Maryland,"
1189,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,Afghanistan,",organization,"FBI,DIA,RCMP,University of Maryland,"
1190,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,Afghanistan,Maryland,",organization,"FBI,University of Maryland,"
1191,place,"USA,America,",organization,"Al Qaeda,University of Miami,Surete' de l'Etat,"
1192,place,"USA,Florida,455 11th St.,Miami Beach,",organization,"University of Miami,Baker St. Mosque,American Islamic Scholarship Fund,"
1193,place,"USA,Florida,Miami,",organization,"Holland Orange Shipping Lines,Pakistani Intelligence,University of Miami,"
1194,place,"USA,Florida,",organization,"Holland Orange Shipping Lines,Pakistani Intelligence,Al Qaeda,University of Miami,American Islamic Scholarship Fund,"
1195,place,"USA,Florida,America,",organization,"Al Qaeda,University of Miami,"
1196,place,"USA,Florida,455 11th St.,Miami Beach,",organization,"University of Miami,American Islamic Scholarship Fund,"
1197,place,"USA,Canada,New Jersey,",organization,"FBI,NSA,Al Qaeda,AOL,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,Hamas,Baker St. Mosque,"
1198,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,New Jersey,",organization,"FBI,NSA,AOL,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,"
1199,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,",organization,"FBI,NSA,DIA,Detroit Utilities Co.,AOL,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,"
1200,place,"USA,Windsor,Ontario,Canada,New Jersey,",organization,"FBI,NSA,AOL,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,Hamas,"
1201,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Marrakech,",organization,"NSA,DIA,Detroit Utilities Co.,AOL,RCMP,Canada Eastern Airlines,"
1202,place,"USA,Canada,Morocco,",organization,"NSA,DIA,Al Qaeda,Detroit Utilities Co.,AOL,RCMP,Canada Eastern Airlines,"
1203,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,New Jersey,Marrakech,",organization,"NSA,AOL,RCMP,Canada Eastern Airlines,"
1204,place,"USA,Canada,Morocco,New Jersey,",organization,"NSA,Al Qaeda,AOL,RCMP,Canada Eastern Airlines,"
1205,place,"USA,Canada,Morocco,New Jersey,Columbia,224 Paulson Ave.,Clifton,231 12th St.,Missouri,",organization,"Al Qaeda,AOL,"
1206,place,"USA,Canada,New Jersey,Columbia,224 Paulson Ave.,Clifton,Missouri,",organization,"FBI,Al Qaeda,AOL,Hamas,"
1207,place,"USA,Canada,New Jersey,Columbia,224 Paulson Ave.,Clifton,231 12th St.,Missouri,",organization,"Al Qaeda,AOL,Hamas,"
1208,place,"USA,Windsor,Ontario,Canada,New Jersey,Columbia,224 Paulson Ave.,Clifton,231 12th St.,Missouri,",organization,"AOL,Hamas,"
1209,place,"USA,Windsor,Ontario,Canada,New Jersey,Columbia,224 Paulson Ave.,Clifton,Missouri,",organization,"FBI,AOL,Hamas,"
1210,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,New Jersey,Columbia,224 Paulson Ave.,Clifton,Missouri,",organization,"FBI,AOL,"
1211,place,"USA,Canada,Paris,France,Afghanistan,Montreal,Chicago,Illinois,73 Rue Duhesme,America,Pakhtia,",organization,"Al Qaeda,Surete' de l'Etat,Amercan Embassy in Paris,Al Badr II training camp,"
1212,place,"USA,Afghanistan,Chicago,Illinois,",organization,"FBI,MI 5,Al Qaeda,RCMP,Freeport Star Hotel,Seashore Hotel,Surete' de l'Etat,Amercan Embassy in Paris,Al Badr II training camp,"
1213,place,"USA,Canada,Chicago,Illinois,",organization,"FBI,NSA,Al Qaeda,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,Surete' de l'Etat,Amercan Embassy in Paris,Al Badr II training camp,"
1214,place,"USA,Canada,Afghanistan,Chicago,Illinois,",organization,"FBI,Al Qaeda,RCMP,Surete' de l'Etat,Amercan Embassy in Paris,Al Badr II training camp,"
1215,place,"USA,Canada,Paris,France,Afghanistan,Chicago,Illinois,",organization,"Al Qaeda,RCMP,Surete' de l'Etat,Amercan Embassy in Paris,Al Badr II training camp,"
1216,place,"USA,Canada,London,UK,Detroit,Michigan,Montreal,Toronto,Gizab,Qalat,",organization,"Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,"
1217,place,"USA,Canada,London,UK,Montreal,",organization,"Al Qaeda,Baker St. Mosque,Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,"
1218,place,"USA,Canada,London,UK,",organization,"FBI,Al Qaeda,Hamas,Baker St. Mosque,Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,"
1219,place,"USA,Canada,Detroit,Michigan,Toronto,",organization,"RCMP,Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,"
1220,place,"USA,London,UK,Detroit,Michigan,",organization,"FBI,MI 5,Al Qaeda,Hamas,Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,"
1221,place,"USA,Canada,London,UK,Detroit,Michigan,",organization,"FBI,Al Qaeda,Hamas,Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,"
1222,place,"USA,Canada,London,UK,Detroit,Michigan,Montreal,",organization,"Al Qaeda,Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,"
1223,place,"USA,UK,Saudi Arabia,",organization,"FBI,MI 6,Al Qaeda,USCIS,"
1224,place,"USA,Afghanistan,Saudi Arabia,",organization,"FBI,MI 6,Al Qaeda,Taliban,"
1225,place,"USA,Cuba,Saudi Arabia,",organization,"FBI,MI 6,God's Aryan Militia,NSA,"
1226,place,"USA,Santo Domingo,Dominican Republic,Cuba,",organization,"MI 6,NSA,Seashore Hotel,FARC,"
1227,place,"USA,Santo Domingo,Dominican Republic,",organization,"Holland Orange Shipping Lines,MI 6,NSA,Seashore Hotel,FARC,"
1228,place,"USA,Bahamas,Nassau,UK,Afghanistan,",organization,"MI 6,MI 5,Freeport Star Hotel,Seashore Hotel,"
1229,place,"USA,Santo Domingo,Dominican Republic,Florida,Caracas,Venezuela,Afghanistan,",organization,"Holland Orange Shipping Lines,MI 6,"
1230,place,"USA,Santo Domingo,Dominican Republic,Afghanistan,",organization,"Holland Orange Shipping Lines,MI 6,Seashore Hotel,"
1231,place,"USA,Santo Domingo,Afghanistan,",organization,"Holland Orange Shipping Lines,MI 6,Al Qaeda,Seashore Hotel,"
1232,place,"USA,Santo Domingo,Florida,Afghanistan,",organization,"Holland Orange Shipping Lines,MI 6,Al Qaeda,"
1233,place,"USA,Santo Domingo,Dominican Republic,Cuba,Saudi Arabia,Riyadh,Jeddah,",organization,"MI 6,NSA,"
1234,place,"USA,Cuba,Saudi Arabia,Riyadh,",organization,"FBI,MI 6,NSA,"
1235,place,"USA,Santo Domingo,Saudi Arabia,Riyadh,",organization,"MI 6,NSA,Al Qaeda,"
1236,place,"USA,Bahamas,Nassau,UK,Afghanistan,",organization,"MI 6,Freeport Star Hotel,Seashore Hotel,"
1237,place,"USA,Cuba,Bahamas,Nassau,UK,Afghanistan,Saudi Arabia,Riyadh,",organization,"FBI,MI 6,"
1238,place,"USA,Cuba,Bahamas,Nassau,UK,Afghanistan,",organization,"FBI,MI 6,Seashore Hotel,"
1239,place,"USA,Bahamas,Nassau,UK,Afghanistan,Saudi Arabia,Riyadh,",organization,"FBI,MI 6,Al Qaeda,"
1240,place,"USA,Santo Domingo,Dominican Republic,Cuba,Bahamas,Nassau,UK,Afghanistan,13 Step St.,",organization,"MI 6,Seashore Hotel,"
1241,place,"USA,Santo Domingo,Bahamas,Nassau,UK,Afghanistan,",organization,"MI 6,Al Qaeda,Seashore Hotel,"
1242,place,"USA,Santo Domingo,Florida,Bahamas,Nassau,UK,Afghanistan,65 West End Ave.,Syria,Tampa,Saudi Arabia,Riyadh,",organization,"MI 6,Al Qaeda,"
1243,place,"USA,Florida,New Jersey,455 11th St.,Miami Beach,",organization,"Baker St. Mosque,American Islamic Scholarship Fund,"
1244,place,"USA,Florida,New Jersey,",organization,"Al Qaeda,Baker St. Mosque,American Islamic Scholarship Fund,"
1245,place,"USA,Bahamas,Nassau,London,UK,11 Apple St.,",organization,"MI 5,Freeport Star Hotel,Seashore Hotel,Baker St. Mosque,"
1246,place,"USA,Bahamas,Nassau,London,UK,",organization,"FBI,Pakistani Intelligence,MI 5,Al Qaeda,Freeport Star Hotel,Seashore Hotel,Baker St. Mosque,"
1247,place,"USA,Florida,Bahamas,Nassau,London,UK,",organization,"Pakistani Intelligence,Al Qaeda,Baker St. Mosque,"
1248,place,"USA,Canada,New Jersey,London,UK,Heathrow Airport,",organization,"Al Qaeda,Hamas,Baker St. Mosque,"
1249,place,"USA,London,UK,Heathrow Airport,",organization,"MI 5,Al Qaeda,Hamas,Baker St. Mosque,"
1250,place,"USA,Canada,New Jersey,London,UK,",organization,"FBI,Al Qaeda,Hamas,Baker St. Mosque,"
1251,place,"USA,Bahamas,Nassau,London,UK,Heathrow Airport,11 Apple St.,",organization,"MI 5,Baker St. Mosque,"
1252,place,"USA,Bahamas,Nassau,London,UK,Heathrow Airport,",organization,"MI 5,Al Qaeda,Baker St. Mosque,"
1253,place,"USA,Canada,Bahamas,New Jersey,Nassau,London,UK,",organization,"FBI,Al Qaeda,Baker St. Mosque,"
1254,place,"USA,Canada,Florida,Bahamas,New Jersey,Nassau,London,UK,Heathrow Airport,Montreal,",organization,"Al Qaeda,Baker St. Mosque,"
1255,place,"USA,Detroit,Michigan,562 Fenkell Ave.,Charlotte,North Carolina,River Rouge Park,237 Hayes Ave,3131 Western Ave.,Dubai,UAE,",organization,"BailOut,Carolina First Bank,"
1256,place,"USA,Detroit,Michigan,",organization,"FBI,NSA,DIA,BailOut,Carolina First Bank,MI 5,Al Qaeda,Detroit Utilities Co.,RCMP,Canada Eastern Airlines,Hezbollah,Taliban,Hamas,"
1257,place,"USA,Detroit,Michigan,562 Fenkell Ave.,",organization,"FBI,DIA,BailOut,Carolina First Bank,Detroit Utilities Co.,RCMP,"
1258,place,"USA,Detroit,Michigan,Charlotte,North Carolina,3131 Western Ave.,Dubai,UAE,",organization,"BailOut,Carolina First Bank,Hezbollah,"
1259,place,"USA,Detroit,Michigan,Charlotte,North Carolina,",organization,"FBI,DIA,BailOut,Carolina First Bank,Hezbollah,"
1260,place,"USA,Detroit,Michigan,562 Fenkell Ave.,Charlotte,North Carolina,River Rouge Park,237 Hayes Ave,",organization,"FBI,DIA,BailOut,Carolina First Bank,"
1261,place,"USA,Bahamas,Nassau,London,UK,Afghanistan,Chicago,Illinois,",organization,"FBI,MI 5,Al Qaeda,Freeport Star Hotel,Seashore Hotel,"
1262,place,"USA,Bahamas,Nassau,London,UK,Afghanistan,Freeport,Chicago,Illinois,",organization,"FBI,MI 5,Freeport Star Hotel,Seashore Hotel,"
1263,place,"USA,Bahamas,Nassau,London,UK,Islamabad,Afghanistan,Freeport,11 Apple St.,Chicago,Illinois,Baker St.,London Heathrow,Yemen,",organization,"MI 5,Freeport Star Hotel,"
1264,place,"USA,Bahamas,Nassau,London,UK,Islamabad,Afghanistan,Freeport,11 Apple St.,Chicago,Illinois,Baker St.,London Heathrow,Yemen,",organization,"MI 5,Freeport Star Hotel,Seashore Hotel,"
1265,place,"USA,Bahamas,Nassau,London,UK,Islamabad,Afghanistan,Freeport,11 Apple St.,Chicago,Illinois,Baker St.,London Heathrow,Yemen,",organization,"Freeport Star Hotel,Seashore Hotel,"
1266,place,"USA,Pakistan,",organization,"Holland Orange Shipping Lines,FBI,USCBP,Pakistani Intelligence,Al Qaeda,University of Missouri,"
1267,place,"USA,Peshawar,Pakistan,",organization,"Holland Orange Shipping Lines,FBI,USCBP,Pakistani Intelligence,Al Qaeda,Seashore Hotel,"
1268,place,"USA,Texas,",organization,"FBI,USCBP,God's Aryan Militia,MI 5,Al Qaeda,ELN,TexEast Petroleum Co.,USCIS,FARC,"
1269,place,"USA,Texas,",organization,"FBI,USCBP,God's Aryan Militia,ELN,TexEast Petroleum Co.,USCIS,FARC,"
1270,place,"USA,Peshawar,Pakistan,",organization,"Holland Orange Shipping Lines,FBI,USCBP,Pakistani Intelligence,Al Qaeda,"
1271,place,"USA,Texas,Mexico,",organization,"FBI,USCBP,God's Aryan Militia,ELN,FARC,"
1272,place,"USA,Peshawar,Pakistan,Texas,",organization,"FBI,USCBP,Al Qaeda,"
1273,place,"USA,Texas,Mexico,Piedras Negras,",organization,"USCBP,FARC,"
1274,place,"USA,Peshawar,Pakistan,Africa,22 Hoveniersstraat,Antwerp,Belgium,Panama City,Panama,Texas,Carrizo Springs,Mexico,",organization,"FBI,USCBP,"
1275,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,New Jersey,Newark,Detroit,Michigan,Chicago,Illinois,Columbus,Ohio,",organization,"NSA,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,"
1276,place,"USA,Detroit,Michigan,Chicago,Illinois,",organization,"FBI,NSA,MI 5,Al Qaeda,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,"
1277,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Detroit,Michigan,",organization,"FBI,NSA,DIA,Detroit Utilities Co.,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,"
1278,place,"USA,Canada,New Jersey,Detroit,Michigan,Chicago,Illinois,",organization,"FBI,NSA,Al Qaeda,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,"
1279,place,"USA,Canada,New Jersey,Detroit,Michigan,",organization,"FBI,NSA,Al Qaeda,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,Hamas,"
1280,place,"USA,Windsor,Ontario,Canada,New Jersey,Newark,Detroit,Michigan,",organization,"FBI,NSA,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,Hamas,"
1281,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,New Jersey,Newark,Detroit,Michigan,Chicago,Illinois,",organization,"FBI,NSA,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,"
1282,place,"USA,Texas,Houston,Saudi Arabia,Chicago,Illinois,Bellaire,3236 Pine St.,Reliant Stadium,The Galleria Shopping Mall,Denton,Mineral Wells,",organization,"God's Aryan Militia,TexEast Petroleum Co.,"
1283,place,"USA,Saudi Arabia,",organization,"FBI,God's Aryan Militia,NSA,Al Qaeda,Detroit Utilities Co.,Taliban,TexEast Petroleum Co.,USCIS,"
1284,place,"USA,Chicago,Illinois,",organization,"FBI,God's Aryan Militia,NSA,MI 5,Al Qaeda,RCMP,Canada Eastern Airlines,Hezbollah,TexEast Petroleum Co.,Surete' de l'Etat,USCIS,"
1285,place,"USA,Texas,Houston,",organization,"FBI,God's Aryan Militia,ELN,TexEast Petroleum Co.,FARC,"
1286,place,"USA,Texas,Houston,",organization,"FBI,God's Aryan Militia,Al Qaeda,ELN,TexEast Petroleum Co.,FARC,"
1287,place,"USA,Saudi Arabia,Chicago,Illinois,",organization,"FBI,God's Aryan Militia,NSA,Al Qaeda,TexEast Petroleum Co.,USCIS,"
1288,place,"USA,Texas,Chicago,Illinois,",organization,"FBI,God's Aryan Militia,MI 5,Al Qaeda,TexEast Petroleum Co.,USCIS,"
1289,place,"USA,Texas,Saudi Arabia,Chicago,Illinois,Bellaire,",organization,"FBI,God's Aryan Militia,TexEast Petroleum Co.,USCIS,"
1290,place,"USA,Texas,Saudi Arabia,Chicago,Illinois,Bellaire,",organization,"FBI,God's Aryan Militia,Al Qaeda,TexEast Petroleum Co.,USCIS,"
