BiCluster Id, Row Type, Array of Rows, Column Type, Array of Columns, Importance, Doc Id
16353,place,"Pakistan,631 Nishtar Rd.,Karachi,Chitral,Gwadar,",date,"5 September, 2004,17 September, 2004,13 February, 2004,1 October, 2004,",0.00286690833740863970,CIA_37
16354,place,"Pakistan,631 Nishtar Rd.,Karachi,",date,"4 February, 2004,5 February,7 February,5 September, 2004,17 September, 2004,13 February, 2004,1 October, 2004,",0.00654467532914318500,CIA_37
16355,place,"Pakistan,Karachi,",date,"4 February, 2004,5 February,7 February,19 - 24 October, 2003,20 - 24 October,21 - 22 October,21 - 25 October,22 - 24 October,19 - 24 October,22 - 23 October,19 -21 October,20 - 23 October,5 September, 2003,March,5 September, 2004,17 September, 2004,13 February, 2004,1 October, 2004,",0.00097830820700815540,CIA_22
16356,place,"Mexico,555 La Mirada St.,Tampico,",date,"15 November, 2004,12 September, 2004,",0.01161743355441135900,NSA_19
16357,place,"Santo Domingo,Morocco,Casablanca,",date,"23 October, 2003,5 October, 2004,",0.00953609900896099000,NSA_09
16358,place,"Morocco,Casablanca,",date,"25 September,23 October, 2003,20th,3 September, 2003,22 October,16 May, 2003,18 June, 2003,28 November, 2004,January,5 October, 2004,",0.01124408678382663200,NSA_08
16359,place,"Santo Domingo,The Dominican Republic,",date,"1970 to 1988,5 October, 2004,",0.00024570611776076010,CIA_40
16360,place,"New Jersey,Newark,",date,"20 August to 18 September, 2004,1 November, 2003,1994,1992,1 July, 2003,21 January, 2002,June 20 to July 2, 2000,29 June, 2003,",0.01317521093151212400,FBI_11
16361,place,"Newark,",date,"20 August to 18 September, 2004,1 November, 2003,1994,1992,1 July, 2003,21 January, 2002,June 20 to July 2, 2000,2002,10 August, 2001,29 June, 2003,",0.00206143449813080960,FBI_11
16362,place,"New Jersey,",date,"20 August to 18 September, 2004,20 November, 2003,1 November, 2003,1994,1999,2 January, 2004,12 September, 2003,1990,1992,1 July, 2003,1993,2001,3 November, 2003,27 November, 2003,1970,1965,21 January, 2002,June 20 to July 2, 2000,July, 2001,10 October, 2003,1991,29 June, 2003,1 May, 2003,17 September, 2004,14 September, 2004,29 October, 2004,",0.01972794795378483000,FBI_14
16363,place,"Cuba,Bahamas,",date,"17 February,1993,1 December, 2004,21 NOvember, 2004,",0.01159035019121003700,CIA_27
16364,place,"Texas,Saudi Arabia,",date,"1999,18 September, 2004,",0.04366636002357510000,FBI_32
16365,place,"Texas,Bellaire,",date,"12 March, 2003,April, 2000,16 June, 2003,15 October, 2004,18 September, 2004,",0.00149536215445845910,FBI_09
16366,place,"Saudi Arabia,",date,"1997,1998,1994,1999,1996,8, March, 2004,April of 2000,January, 2001,October 1967,3 February, 04,18 September, 2004,",0.00000000000000000000,FBI_20
16367,place,"Ojinaga,Mexico,Calamar,Columbia,",date,"May, 2002,26 December, 2003,2 January, 2004,January of 2001,April of 2002,January, 2003,May first,",0.00017168229962829590,FBI_19
16368,place,"Mexico,Columbia,",date,"May, 2002,26 December, 2003,2 January, 2004,January of 2001,April of 2002,January, 2003,1 December, 2004,15 November, 2004,28 November, 2004,3 December, 2004,May first,",0.00000000000000000000,FBI_19
16369,place,"Calamar,Columbia,",date,"May, 2002,26 December, 2003,2 January, 2004,January of 2001,April of 2002,January, 2003,1991,3 March, 2003,May first,",0.00007012237187693496,FBI_19
16370,place,"Moscow,Russia,Strizi,",date,"26 December, 1950,29 January, 2003,",0.00329450535597391060,CIA_05
16371,place,"Moscow,Russia,",date,"1 September,3 September, 2003,22 October,1986,12 September, 2003,1990,1992,1993,2002,26 December, 1950,29 January, 2003,28 November, 2004,January,1950,",0.00949779320533242700,CIA_31
16372,place,"Peshawar,Pakistan,Afghanistan,Parachinar,",date,"2 January, 2003,2001,12 January 2003,",0.04737161528142508300,CIA_08
16373,place,"Pakistan,Afghanistan,",date,"2000,2 January, 2003,1993,2001,12 January 2003,1 February, 2004,December, 2003,",0.02181627492512640000,CIA_08
16374,place,"Peshawar,Karachi,88 Sahibzada Gul Rd.,",date,"May, 2002,15 May, 2003,March 10, 2003,",0.03752350515031213000,CIA_11
16375,place,"Peshawar,",date,"12 March, 2003,May, 2002,2001,15 May, 2003,March 10, 2003,",0.00040253715131234000,CIA_11
16376,place,"Karachi,",date,"4 February, 2004,5 February,7 February,May, 2002,15 May, 2003,March 10, 2003,17 September, 2004,",0.00074926246717636840,CIA_26
16377,place,"Peshawar,Karachi,",date,"19 - 24 October, 2003,20 - 24 October,21 - 22 October,21 - 25 October,22 - 24 October,19 - 24 October,22 - 23 October,19 -21 October,20 - 23 October,May, 2002,15 May, 2003,March 10, 2003,",0.00000000000000000000,CIA_22
16378,place,"Peshawar,Pakistan,Chitral,88 Sahibzada Gul Rd.,",date,"15 July, 2003,17 July,",0.00000000000000000000,CIA_15
16379,place,"Peshawar,Pakistan,Chitral,",date,"25 September,20th,15 July, 2003,17 July,21 NOvember, 2004,November 21st,",0.00145763019401780500,NSA_08
16380,place,"Pakistan,Chitral,",date,"25 September,2000,2 October, 2003,20th,3 September, 2003,22 October,15 July, 2003,17 July,1 February, 2004,December, 2003,21 NOvember, 2004,5 September, 2004,17 September, 2004,13 February, 2004,1 October, 2004,November 21st,",0.00405291707265735800,CIA_37
16381,place,"Peshawar,Pakistan,",date,"1 September,25 September,12 July, 2004,19 - 24 October, 2003,20 - 24 October,21 - 22 October,21 - 25 October,22 - 24 October,19 - 24 October,22 - 23 October,19 -21 October,20 - 23 October,20th,2 January, 2003,15 July, 2003,17 July,2001,12 January 2003,21 NOvember, 2004,November 21st,",0.01760406757909738000,CIA_22
16382,place,"Peshawar,88 Sahibzada Gul Rd.,",date,"May, 2002,15 July, 2003,17 July,15 May, 2003,March 10, 2003,",0.00056603653130759340,CIA_11
16383,place,"Panama City,Panama,",date,"1 September,25 September,12 July, 2004,27 January, 2004,",0.00000000000000000000,FBI_28
16384,place,"Cuba,Havana,",date,"27 January, 2004,23 October, 2003,19 October, 2003,22 October, 2003,21 October, 2003,18 October, 2003,1986,12 September, 2003,1990,1992,2002,1991,3 March, 2003,23 January, 2003,28 November, 2004,January,21 NOvember, 2004,2/22/2003,1 May, 2004,1992 - 1993,November 21st,28 September, 2004,",0.00618283818874803300,CIA_21
16385,place,"Texas,Carrizo Springs,",date,"3 August, 2004,11 August, 2004,2 August, 2004,",0.01101327102789100400,FBI_26
16386,place,"Texas,",date,"3 August, 2004,11 August, 2004,20 November, 2003,2 October, 2003,1999,12 March, 2003,May, 2002,26 December, 2003,2 January, 2004,January of 2001,April of 2002,January, 2003,16 May, 2003,April, 2000,16 June, 2003,July 18, 1999,28 September, 2003,27 September, 2003,27 April,1 December, 2004,3 December, 2004,2 August, 2004,15 October, 2004,18 September, 2004,",0.03242211052435190600,FBI_19
16387,place,"Bahamas,Nassau,11 Apple St.,",date,"1998,1999,1996,5 September, 2003,March,1993,1993 - 1998,July 17, 1999,1 May, 2003,15 December, 2004,",0.00303623607618606800,CIA_10
16388,place,"Bahamas,Nassau,",date,"4 February, 2004,5 February,7 February,20 December, 2003,25 December, 2003,1998,1994,1964,1999 - 2000,March of 2000,June of 2000,1999,1996,5 September, 2003,March,1993,1993 - 1998,July 17, 1999,1 May, 2003,15 December, 2004,1 December, 2004,13 December, 2004,20 September, 2004,21 November, 2004,19 December, 2004,14 November, 2004,12 December, 2004,18 December, 2004,21 September, 2004,7 November, 2004,17 December, 2004,15 November, 2004,29 November, 2004,21 NOvember, 2004,",0.00054821284056491050,FBI_41
16389,place,"Saudi Arabia,Riyadh,Jeddah,",date,"1998,15 September, 2003,1967,",0.00132071456994328600,CIA_18
16390,place,"Saudi Arabia,Riyadh,",date,"1997,1998,1994,1999,1996,8, March, 2004,April of 2000,January, 2001,15 September, 2003,1967,1970 to 1988,",0.00106098047348298100,FBI_20
16391,place,"Peshawar,Afghanistan,Orgun,",date,"2 January, 2003,12 March, 2003,20 April, 2003,",0.00685166864395793500,CIA_19
16392,place,"Peshawar,Afghanistan,",date,"2 January, 2003,12 March, 2003,20 April, 2003,2001,12 January 2003,",0.02735667602645319000,CIA_19
16393,place,"Plum Island,Long Island,",date,"1 December, 2004,6 December, 2004,",0.00140188851628334380,FBI_39
16394,place,"Afghanistan,Khost,",date,"2000,2001,2002,22 September 2002,July, 2000,1 February, 2004,December, 2003,1999 - 2001,February of 2000,",0.00362043520174018800,CIA_06
16395,place,"Bahamas,Freeport,",date,"1998,1999,1996,5 September, 2003,March,1993,1993 - 1998,July 17, 1999,1 December, 2004,13 December, 2004,20 September, 2004,21 November, 2004,19 December, 2004,14 November, 2004,12 December, 2004,18 December, 2004,21 September, 2004,7 November, 2004,17 December, 2004,25 September, 2003,",0.01214111008118081900,FBI_41
16396,place,"New York,Virginia,Florida,New Jersey,455 11th St.,Miami Beach,224 Paulson Ave.,Clifton,2116 27th St.,Laurel,Maryland,1721 Glade Dr,Reston,1641 Pitkin Ave,Brooklyn,1621 Charles Ave.,Potomac,6132 Broward Blvd,Fort Lauderdale,",money,"$8,000,$48,000,",0.00020697660150052703,FBI_35
16397,place,"22 Hoveniersstraat,Antwerp,Belgium,Panama City,Panama,",money,"$150,000,$250.00,",0.00102546657010238420,FBI_28
16398,place,"22 Hoveniersstraat,Antwerp,Belgium,New Jersey,Newark,1212 Lyons Ave.,",money,"$250.00,$47,000,",0.01367505057330230800,USCBP_02
16399,place,"22 Hoveniersstraat,Antwerp,Belgium,",money,"$150,000,$250.00,$47,000,",0.00459544947444561300,USCBP_02
16400,place,"New Jersey,Columbia,224 Paulson Ave.,Clifton,231 12th St.,Missouri,",money,"4,000,$11,000,",0.00779605697493300700,FBI_10
16401,place,"Columbia,231 12th St.,Missouri,",money,"4,000,$42,010,$11,000,",0.00144458993061428180,FBI_10
16402,place,"Pakistan,New Jersey,224 Paulson Ave.,Clifton,New Brunswick,Lebanon,",money,"$8,000,4,000,$4,000,",0.00348663321565855400,FBI_14
16403,place,"New Jersey,224 Paulson Ave.,Clifton,",money,"$11,000,$4,000,$48,000,$8,000,4,000,",0.01624661320780539400,FBI_14
16404,place,"Charlotte,North Carolina,3131 Western Ave.,Dubai,UAE,",money,"$3000,$2,000,",0.00000000000000000000,FBI_05
16405,place,"Charlotte,North Carolina,",money,"$10,000,$3000,$2,000,",0.00000882768151263987,FBI_05
16406,place,"New Jersey,Newark,",money,"$1000,$250.00,$47,000,$47,980,",0.02039319391386688000,USCBP_02
16407,place,"New Jersey,",money,"$1000,$11,000,$250.00,$4,000,$47,000,$47,980,$48,000,$8,000,4,000,",0.00016908312696371384,FBI_14
16408,place,"Canada,Peshawar,Pakistan,Bahamas,New Jersey,Nassau,London,UK,Texas,Houston,Detroit,Michigan,Afghanistan,Saudi Arabia,Riyadh,Chicago,Illinois,Columbia,224 Paulson Ave.,Clifton,Missouri,Bellaire,3236 Pine St.,Reliant Stadium,The Galleria Shopping Mall,Denton,Mineral Wells,Khost,",organization,"FBI,Al Qaeda,",0.00104572925933512350,FBI_09
16409,place,"Cuba,Texas,Houston,Kansas City,Almeda-Genoa Rd,Buenos Aires,Argentina,Saudi Arabia,Ojinaga,Mexico,Chicago,Illinois,Calamar,Columbia,Chetumal,Cartagena,Guane,Arlington,Presidio,Dallas,Grand Prairie,Mexico City,Ft. Stockton,San Antonio,2727 Robinson Rd.,1212 Pipeline Rd.,Euless,899 Almeda-Genoa Rd.,Bellaire,3236 Pine St.,Reliant Stadium,The Galleria Shopping Mall,Denton,Mineral Wells,",organization,"FBI,God's Aryan Militia,",0.02025102738917446500,FBI_19
16410,place,"Texas,Houston,Saudi Arabia,Chicago,Illinois,Columbia,Bellaire,3236 Pine St.,Reliant Stadium,The Galleria Shopping Mall,Denton,Mineral Wells,",organization,"FBI,God's Aryan Militia,Al Qaeda,",0.02951412122403236000,FBI_09
16411,place,"Cuba,Texas,Houston,Buenos Aires,Argentina,Ojinaga,Mexico,Calamar,Columbia,Chetumal,Cartagena,Guane,Arlington,Presidio,Dallas,Grand Prairie,Mexico City,Ft. Stockton,San Antonio,2727 Robinson Rd.,1212 Pipeline Rd.,Euless,899 Almeda-Genoa Rd.,",organization,"FBI,God's Aryan Militia,ELN,",0.00461175251312763100,FBI_19
16412,place,"811 Tecumseh Rd.,Windsor,Ontario,Canada,New York,New Jersey,Newark,Detroit,Michigan,562 Fenkell Ave.,Afghanistan,Chicago,Illinois,",organization,"FBI,RCMP,",0.04798420858658706000,FBI_31
16413,place,"Canada,Paris,France,Morocco,New Jersey,Detroit,Michigan,Afghanistan,Chicago,Illinois,",organization,"Al Qaeda,RCMP,",0.00682423868863587700,CIA_16
16414,place,"Canada,New Jersey,Detroit,Michigan,Afghanistan,Chicago,Illinois,",organization,"FBI,Al Qaeda,RCMP,",0.02584030841802519000,CIA_16
16415,place,"Bahamas,Nassau,London,UK,Texas,Detroit,Michigan,Afghanistan,Freeport,2211 Cermak Rd.,Chicago,Illinois,O'Hare Airport,Sears Tower,",organization,"FBI,MI 5,",0.00754014194056076500,FBI_06
16416,place,"Bahamas,Nassau,London,UK,Texas,Detroit,Michigan,Afghanistan,Heathrow Airport,12 Lavender Grove,Hackney,Chicago,Illinois,",organization,"MI 5,Al Qaeda,",0.01013276494252201000,FBI_22
16417,place,"Bahamas,Nassau,London,UK,Texas,Detroit,Michigan,Afghanistan,Chicago,Illinois,",organization,"FBI,MI 5,Al Qaeda,",0.00258883726238199430,FBI_22
16418,place,"Detroit,Michigan,Afghanistan,Chicago,Illinois,",organization,"FBI,MI 5,Al Qaeda,RCMP,",0.28514345206250163000,FBI_22
16419,place,"811 Tecumseh Rd.,Windsor,Ontario,Canada,Cuba,New Jersey,Newark,Buenos Aires,Argentina,Detroit,Michigan,Saudi Arabia,Riyadh,Chicago,Illinois,",organization,"FBI,NSA,",0.01083464773984930000,CIA_16
16420,place,"Canada,Santo Domingo,Morocco,New Jersey,Detroit,Michigan,Saudi Arabia,Riyadh,Russia,Chicago,Illinois,",organization,"NSA,Al Qaeda,",0.01569258587403247700,CIA_16
16421,place,"Canada,New Jersey,Detroit,Michigan,Saudi Arabia,Riyadh,Chicago,Illinois,",organization,"FBI,NSA,Al Qaeda,",0.01036478921577771000,CIA_16
16422,place,"Cuba,Buenos Aires,Argentina,Saudi Arabia,Chicago,Illinois,",organization,"FBI,God's Aryan Militia,NSA,",0.00747073517103366200,FBI_19
16423,place,"Cuba,Havana,Buenos Aires,Argentina,",organization,"NSA,ELN,",0.00358496352343692930,FBI_19
16424,place,"Cuba,Buenos Aires,Argentina,",organization,"FBI,God's Aryan Militia,NSA,ELN,",0.00016012480659918383,FBI_19
16425,place,"Santo Domingo,Morocco,Florida,Casablanca,Peshawar,Pakistan,Afghanistan,Chitral,Caribbean,The Dominican Republic,",organization,"Holland Orange Shipping Lines,Al Qaeda,",0.01453468017209497700,CIA_12
16426,place,"Santo Domingo,Dominican Republic,Morocco,65 Avenue San Martin,",organization,"Holland Orange Shipping Lines,NSA,",0.00055832185873738130,CIA_28
16427,place,"Santo Domingo,Morocco,",organization,"Holland Orange Shipping Lines,NSA,Al Qaeda,",0.00937555119084686000,CIA_12
16428,place,"Santo Domingo,Texas,Houston,Columbia,Caribbean,",organization,"Al Qaeda,FARC,",0.06667292078200120000,FBI_38
16429,place,"Cuba,Texas,Havana,Houston,Mexico,Columbia,Chetumal,Cartagena,Guane,Caribbean,Ciudad Acuna,Ciudad Madero,Victoria,Farmers Branch,",organization,"ELN,FARC,",0.02496821213948473000,FBI_38
16430,place,"Texas,Houston,Columbia,Caribbean,",organization,"Al Qaeda,ELN,FARC,",0.02089903896296157000,FBI_38
16431,place,"Cuba,Texas,Houston,Mexico,Columbia,Chetumal,Cartagena,Guane,",organization,"FBI,God's Aryan Militia,ELN,FARC,",0.00418389336165335700,FBI_19
16432,place,"Texas,Houston,Columbia,",organization,"FBI,God's Aryan Militia,Al Qaeda,ELN,FARC,",0.00438333945380135000,FBI_19
16433,place,"Santo Domingo,Dominican Republic,Caribbean,",organization,"Holland Orange Shipping Lines,FARC,",0.00000000000000000000,CIA_28
16434,place,"Santo Domingo,Caribbean,",organization,"Holland Orange Shipping Lines,Al Qaeda,FARC,",0.00915700952897133800,CIA_12
16435,place,"811 Tecumseh Rd.,Windsor,Ontario,Canada,Detroit,Michigan,562 Fenkell Ave.,Charlotte,North Carolina,River Rouge Park,237 Hayes Ave,Afghanistan,766 Livernois Rd.,Ferndale,Khost,",organization,"FBI,DIA,",0.00601674605241176100,FBI_23
16436,place,"Canada,Morocco,Detroit,Michigan,Afghanistan,Khost,",organization,"DIA,Al Qaeda,",0.01255290885847046600,FBI_34
16437,place,"Canada,Detroit,Michigan,Afghanistan,Khost,",organization,"FBI,DIA,Al Qaeda,",0.01894291909131563500,FBI_23
16438,place,"811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,562 Fenkell Ave.,Afghanistan,Marrakech,",organization,"DIA,RCMP,",0.03069086342820876600,FBI_34
16439,place,"811 Tecumseh Rd.,Windsor,Ontario,Canada,Detroit,Michigan,562 Fenkell Ave.,Afghanistan,",organization,"FBI,DIA,RCMP,",0.01324872576685669600,FBI_34
16440,place,"Canada,Morocco,Detroit,Michigan,Afghanistan,",organization,"DIA,Al Qaeda,RCMP,",0.01065425650534543000,FBI_34
16441,place,"811 Tecumseh Rd.,Windsor,Ontario,Canada,Detroit,Michigan,562 Fenkell Ave.,Saudi Arabia,Riyadh,Ann Arbor,766 Livernois Rd.,Ferndale,",organization,"FBI,Detroit Utilities Co.,",0.00000000000000000000,FBI_31
16442,place,"811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,Saudi Arabia,Riyadh,Marrakech,",organization,"NSA,Detroit Utilities Co.,",0.01094587466815764500,FBI_34
16443,place,"811 Tecumseh Rd.,Windsor,Ontario,Canada,Detroit,Michigan,Saudi Arabia,Riyadh,",organization,"FBI,NSA,Detroit Utilities Co.,",0.00217439149655934400,FBI_31
16444,place,"Canada,Morocco,Detroit,Michigan,Saudi Arabia,Riyadh,",organization,"NSA,Al Qaeda,Detroit Utilities Co.,",0.00326519641030474430,FBI_20
16445,place,"Canada,Detroit,Michigan,Saudi Arabia,Riyadh,",organization,"FBI,NSA,Al Qaeda,Detroit Utilities Co.,",0.00338269168530325800,FBI_20
16446,place,"811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,562 Fenkell Ave.,Marrakech,766 Livernois Rd.,Ferndale,",organization,"DIA,Detroit Utilities Co.,",0.00290967654964820400,FBI_36
16447,place,"811 Tecumseh Rd.,Windsor,Ontario,Canada,Detroit,Michigan,562 Fenkell Ave.,766 Livernois Rd.,Ferndale,",organization,"FBI,DIA,Detroit Utilities Co.,",0.00034326675558111480,FBI_18
16448,place,"811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,562 Fenkell Ave.,Marrakech,",organization,"DIA,Detroit Utilities Co.,RCMP,",0.00169294221702110530,FBI_34
16449,place,"811 Tecumseh Rd.,Windsor,Ontario,Canada,Detroit,Michigan,562 Fenkell Ave.,",organization,"FBI,DIA,Detroit Utilities Co.,RCMP,",0.00013377012878868944,FBI_31
16450,place,"Peshawar,Pakistan,Cuba,Bahamas,Nassau,London,UK,Afghanistan,Freeport,Chicago,Illinois,",organization,"FBI,Seashore Hotel,",0.02046961512614073700,CIA_10
16451,place,"Santo Domingo,Peshawar,Pakistan,Bahamas,Nassau,London,UK,Afghanistan,Chitral,Chicago,Illinois,",organization,"Al Qaeda,Seashore Hotel,",0.14058696995661757000,CIA_10
16452,place,"Peshawar,Pakistan,Bahamas,Nassau,London,UK,Afghanistan,Chicago,Illinois,",organization,"FBI,Al Qaeda,Seashore Hotel,",0.01131028842363571800,CIA_10
16453,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Chicago,Illinois,",organization,"NSA,Seashore Hotel,",0.04921188573305194000,CIA_16
16454,place,"Santo Domingo,Chicago,Illinois,",organization,"NSA,Al Qaeda,Seashore Hotel,",0.01751159547933299800,CIA_16
16455,place,"Cuba,Chicago,Illinois,",organization,"FBI,God's Aryan Militia,NSA,Seashore Hotel,",0.00469026072314539600,FBI_09
16456,place,"Santo Domingo,Dominican Republic,Peshawar,Pakistan,Afghanistan,Chitral,",organization,"Holland Orange Shipping Lines,Seashore Hotel,",0.03854256976277220500,CIA_28
16457,place,"Santo Domingo,Peshawar,Pakistan,Afghanistan,Chitral,",organization,"Holland Orange Shipping Lines,Al Qaeda,Seashore Hotel,",0.24812956223561297000,CIA_12
16458,place,"Peshawar,Pakistan,Afghanistan,",organization,"Holland Orange Shipping Lines,FBI,Al Qaeda,Seashore Hotel,",0.00353054531144295700,CIA_12
16459,place,"Santo Domingo,Dominican Republic,Cuba,Havana,",organization,"NSA,Seashore Hotel,FARC,",0.00170953715992883480,CIA_03
16460,place,"Cuba,Havana,",organization,"NSA,ELN,Seashore Hotel,FARC,",0.00246447853455144350,FBI_38
16461,place,"Ojinaga,Mexico,Columbia,Chetumal,Ciudad Acuna,Ciudad Madero,",organization,"ELN,Los Andes Hotel,",0.02926574284821136000,NSA_13
16462,place,"Ojinaga,Mexico,Columbia,Chetumal,",organization,"God's Aryan Militia,ELN,Los Andes Hotel,",0.00417196693420376650,FBI_19
16463,place,"Mexico,Columbia,Chetumal,Bogota,Ciudad Acuna,Ciudad Madero,Piedras Negras,",organization,"FARC,Los Andes Hotel,",0.00412118741283665600,NSA_13
16464,place,"Mexico,Columbia,Chetumal,Ciudad Acuna,Ciudad Madero,",organization,"ELN,FARC,Los Andes Hotel,",0.00435765450427076600,FBI_38
16465,place,"Mexico,Columbia,Chetumal,",organization,"God's Aryan Militia,ELN,FARC,Los Andes Hotel,",0.00000000000000000000,FBI_19
16466,place,"New York,New Jersey,224 Paulson Ave.,Clifton,2116 27th St.,Laurel,Maryland,",organization,"FBI,American Islamic Scholarship Fund,",0.07007454927289908000,FBI_35
16467,place,"Florida,New Jersey,224 Paulson Ave.,Clifton,",organization,"Al Qaeda,American Islamic Scholarship Fund,",0.08022940043989768000,FBI_35
16468,place,"New York,New Jersey,",organization,"FBI,RCMP,American Islamic Scholarship Fund,",0.10028241288030744000,FBI_35
16469,place,"Virginia,Florida,",organization,"Holland Orange Shipping Lines,American Islamic Scholarship Fund,",0.01588144358445090600,CIA_28
16470,place,"Pakistan,Africa,Cuba,",organization,"Central Russia Airlines,",0.02189069233688548800,FBI_28
16471,place,"Santo Domingo,Morocco,Casablanca,Pakistan,Chitral,Russia,The Dominican Republic,",organization,"Al Qaeda,Central Russia Airlines,",0.03831970464371154000,CIA_39
16472,place,"Santo Domingo,Morocco,Cuba,Havana,Moscow,Russia,",organization,"NSA,Central Russia Airlines,",0.02607079915247075300,NSA_22
16473,place,"Santo Domingo,Morocco,Russia,",organization,"NSA,Al Qaeda,Central Russia Airlines,",0.03224475234878670000,CIA_39
16474,place,"Santo Domingo,Morocco,Casablanca,Pakistan,Chitral,The Dominican Republic,",organization,"Holland Orange Shipping Lines,Al Qaeda,Central Russia Airlines,",0.05603824390813763600,CIA_39
16475,place,"Santo Domingo,Morocco,",organization,"Holland Orange Shipping Lines,NSA,Al Qaeda,Central Russia Airlines,",0.00138338774257360720,CIA_39
16476,place,"Santo Domingo,Pakistan,Cuba,Havana,Chitral,",organization,"Seashore Hotel,Central Russia Airlines,",0.01336838204418563400,NSA_20
16477,place,"Santo Domingo,Pakistan,Chitral,",organization,"Holland Orange Shipping Lines,Al Qaeda,Seashore Hotel,Central Russia Airlines,",0.00103295537522248450,CIA_39
16478,place,"Windsor,Ontario,Canada,New Jersey,Newark,London,UK,Detroit,Michigan,Columbia,224 Paulson Ave.,Clifton,Missouri,Laurel,",organization,"FBI,Hamas,",0.01336221019392544500,FBI_08
16479,place,"Canada,New Jersey,London,UK,Detroit,Michigan,Heathrow Airport,Columbia,224 Paulson Ave.,Clifton,231 12th St.,Missouri,",organization,"Al Qaeda,Hamas,",0.01760629482265791000,FBI_10
16480,place,"Canada,New Jersey,London,UK,Detroit,Michigan,Columbia,224 Paulson Ave.,Clifton,Missouri,",organization,"FBI,Al Qaeda,Hamas,",0.02081290421744856600,FBI_10
16481,place,"London,UK,Detroit,Michigan,Heathrow Airport,",organization,"MI 5,Al Qaeda,Hamas,",0.00920737674583033000,FBI_22
16482,place,"Virginia,New Jersey,224 Paulson Ave.,Clifton,Laurel,",organization,"Hamas,American Islamic Scholarship Fund,",0.04727778808343663400,FBI_35
16483,place,"New Jersey,224 Paulson Ave.,Clifton,Laurel,",organization,"FBI,Hamas,American Islamic Scholarship Fund,",0.05821696893801055000,FBI_35
16484,place,"Virginia,",organization,"Holland Orange Shipping Lines,Hamas,American Islamic Scholarship Fund,",0.10281685989454091000,CIA_28
16485,place,"Canada,New York,Paris,France,Buffalo,Afghanistan,Chicago,Illinois,",organization,"RCMP,Surete' de l'Etat,",0.00880185655756350000,FBI_07
16486,place,"Canada,New York,Afghanistan,Chicago,Illinois,",organization,"FBI,RCMP,Surete' de l'Etat,",0.00751116031508212800,CIA_07
16487,place,"Cuba,Havana,Moscow,Russia,Middle East,Strizi,Lipetsk,",organization,"Vector,Central Russia Airlines,",0.00293977085047165570,CIA_05
16488,place,"811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,New Jersey,Newark,Detroit,Michigan,Marrakech,Chicago,Illinois,Columbus,Ohio,",organization,"NSA,RCMP,Canada Eastern Airlines,",0.00638083543587997000,CIA_16
16489,place,"Canada,Morocco,New Jersey,Detroit,Michigan,Chicago,Illinois,",organization,"NSA,Al Qaeda,RCMP,Canada Eastern Airlines,",0.00114932069075350810,CIA_16
16490,place,"811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,Marrakech,",organization,"NSA,DIA,Detroit Utilities Co.,RCMP,Canada Eastern Airlines,",0.00906089085420382600,FBI_34
16491,place,"Canada,Morocco,Detroit,Michigan,",organization,"NSA,DIA,Al Qaeda,Detroit Utilities Co.,RCMP,Canada Eastern Airlines,",0.00287547807689669640,FBI_34
16492,place,"Canada,Florida,Bahamas,New Jersey,Nassau,London,UK,Heathrow Airport,Montreal,",organization,"Al Qaeda,Baker St. Mosque,",0.00791327716915008300,FBI_02
16493,place,"Canada,Bahamas,New Jersey,Nassau,London,UK,",organization,"FBI,Al Qaeda,Baker St. Mosque,",0.00483267329951582200,FBI_02
16494,place,"Bahamas,Nassau,London,UK,Heathrow Airport,11 Apple St.,",organization,"MI 5,Baker St. Mosque,",0.00232367477978778500,FBI_02
16495,place,"Bahamas,Nassau,London,UK,Heathrow Airport,",organization,"MI 5,Al Qaeda,Baker St. Mosque,",0.00444590787125705160,FBI_22
16496,place,"Florida,New Jersey,455 11th St.,Miami Beach,",organization,"Baker St. Mosque,American Islamic Scholarship Fund,",0.00260386548851834900,FBI_02
16497,place,"Florida,New Jersey,",organization,"Al Qaeda,Baker St. Mosque,American Islamic Scholarship Fund,",0.00336957880880239420,FBI_02
16498,place,"Canada,New Jersey,London,UK,Heathrow Airport,",organization,"Al Qaeda,Hamas,Baker St. Mosque,",0.02920033356113590700,FBI_02
16499,place,"Canada,New Jersey,London,UK,",organization,"FBI,Al Qaeda,Hamas,Baker St. Mosque,",0.03752043496050449000,FBI_02
16500,place,"London,UK,Heathrow Airport,",organization,"MI 5,Al Qaeda,Hamas,Baker St. Mosque,",0.00227185717827293000,FBI_22
16501,place,"Cuba,Bahamas,Nassau,UK,Afghanistan,Saudi Arabia,Riyadh,",organization,"FBI,MI 6,",0.00006353644032981544,FBI_21
16502,place,"Santo Domingo,Florida,Bahamas,Nassau,UK,Afghanistan,65 West End Ave.,Syria,Tampa,Saudi Arabia,Riyadh,",organization,"MI 6,Al Qaeda,",0.00150113202441338100,FBI_21
